index,id_doc,original_name,id_wkd,type_place,coord,normalized_name,longitude,latitude,shortTitle,pubPlace,printer,date,type_text,genre,url
694,Moreno_025,Belén,Q5776,Pueblos/ciudades/regiones ,"31.704444444444,35.206111111111",Belén,31.704444444444,35.206111111111,Coplas al Santísimo Nacimiento del Niño de Dios,Carmona (Sevilla),José María Moreno,1850-1859,Coplas,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_025.xml
695,Moreno_031,india Oriental,Q213137,Pueblos/ciudades/regiones,"1,103",Indias Orientales,1,103,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
696,Moreno_031,Inglaterra,Q21,Países/reinos/imperios/continentes,"54.6,-2",Inglaterra,54.6,-2,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
697,Moreno_031,Amsterdam,Q727,Pueblos/ciudades/regiones ,"52.37277777777778,4.893611111111111",Ámsterdam,52.37277777777778,4.893611111111111,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
698,Moreno_031,Perú,Q419,Países/reinos/imperios/continentes,"-9.4,-76",Perú,-9.4,-76,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
700,Moreno_031,Santa María Alcalá,Q46940,Pueblos/ciudades/regiones ,"40.481815,-3.364305",Alcalá de Henares,40.481815,-3.364305,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
701,Moreno_031,Tetuan,Q1773540,Pueblos/ciudades/regiones ,"35.566666666667,-5.3666666666667",Tetuán,35.566666666667,-5.3666666666667,Graciosa relación de los treinta reales,Carmona (Sevilla),José María Moreno,1850-1859,Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_031.xml
710,Moreno_192,Jarama,Q16508,Sitios naturales,"41.166111111111,-3.5383333333333",Jarama,41.166111111111,-3.5383333333333,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
711,Moreno_192,Francia,Q142,Países/reinos/imperios/continentes,"47,2",Francia,47,2,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
712,Moreno_192,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
713,Moreno_192,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
714,Moreno_192,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
715,Moreno_192,Roma,Q220,Pueblos/ciudades/regiones ,"41.893055555556,12.482777777778",Roma,41.893055555556,12.482777777778,El payo en centinela. Sainete,Carmona (Sevilla),José María Moreno,[s.a],Sainetes,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_192.xml
717,Moreno_186,Calvario,Q170516,Sitios naturales,"31.778611111111,35.229444444444",Calvario,31.778611111111,35.229444444444,Las siete palabras que habló Nuestro señor Jesucristo y el decendimiento de la cruz,Carmona (Sevilla),José María Moreno,[s.a],Oraciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_186.xml
723,Moreno_179,torre de Comares ,Q72706915,Monumentos/edificios,"37.177568,-3.589678",Torre de Comares,37.177568,-3.589678,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
724,Moreno_179,Vega de Granada ,Q1116489,Pueblos/ciudades/regiones ,"37.1875,-3.61083",Vega de Granada,37.1875,-3.61083,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
725,Moreno_179,Santa Fé ,Q615722,Pueblos/ciudades/regiones ,"37.189444444444,-3.7180555555556",Santa Fe,37.189444444444,-3.7180555555556,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
726,Moreno_179,torre de Comares ,Q72706915,Monumentos/edificios,"37.177568,-3.589678",Torre de Comares,37.177568,-3.589678,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
727,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
728,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
729,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
730,Moreno_179,Talavera,Q1020541,Pueblos/ciudades/regiones ,"41.58197,1.33848",Talavera,41.58197,1.33848,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
731,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
733,Moreno_179,Adra,Q49562,Pueblos/ciudades/regiones ,"36.75,-3.0166666666667",Adra,36.75,-3.0166666666667,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
734,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
736,Moreno_179,Alhambra,Q47476,Monumentos/edificios,"38.8983204,-3.0535507",Alhambra,38.8983204,-3.0535507,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
737,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
738,Moreno_179,Andalucia,Q5783,Pueblos/ciudades/regiones ,"37.46,-4.16",Andalucía,37.46,-4.16,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
739,Moreno_179,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
740,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
741,Moreno_179,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
742,Moreno_179,Castilla,Q1114855,Pueblos/ciudades/regiones ,"42.491111111111,-3.1355555555556",Cerezo de Río Tirón,42.491111111111,-3.1355555555556,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
743,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
744,Moreno_179,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
745,Moreno_179,Africa,Q15,Países/reinos/imperios/continentes,"21.09375,7.1881",África,21.09375,7.1881,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
746,Moreno_179,Alhambra,Q47476,Monumentos/edificios,"38.8983204,-3.0535507",Alhambra,38.8983204,-3.0535507,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
747,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
748,Moreno_179,Granada,Q8810,Pueblos/ciudades/regiones ,"37.178055555556,-3.6008333333333",Granada,37.178055555556,-3.6008333333333,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
749,Moreno_179,Mula,Q1983986,Pueblos/ciudades/regiones ,"38.0418669,-1.4906872",Mula,38.0418669,-1.4906872,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
750,Moreno_179,Africa,Q15,Países/reinos/imperios/continentes,"21.09375,7.1881",África,21.09375,7.1881,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
751,Moreno_179,Africa,Q15,Países/reinos/imperios/continentes,"21.09375,7.1881",África,21.09375,7.1881,Agravios y desagravios de la reina Sultana,Carmona (Sevilla),José María Moreno,[s.a],Relaciones,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_179.xml
719,Moreno_151,MADRID,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,Los amores de Madrid,Carmona (Sevilla),José María Moreno,1860-1869,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_151.xml
720,Moreno_151,Pinton,Q909718,Pueblos/ciudades/regiones,"40.241111,-3.699444",Pinto,40.241111,-3.699444,Los amores de Madrid,Carmona (Sevilla),José María Moreno,1860-1869,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_151.xml
721,Moreno_151,Aranjuéz,Q486792,Pueblos/ciudades/regiones ,"40.033333333333,-3.6027777777778",Aranjuez,40.033333333333,-3.6027777777778,Los amores de Madrid,Carmona (Sevilla),José María Moreno,1860-1869,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_151.xml
722,Moreno_151,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,Los amores de Madrid,Carmona (Sevilla),José María Moreno,1860-1869,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_151.xml
709,Moreno_347,Navarra,Q4018,Pueblos/ciudades/regiones ,"42.816666666667,-1.65",Navarra,42.816666666667,-1.65,Coplas nuevas en que se declara un amante y dama su amor,Carmona (Sevilla),José María Moreno,1860-1869,Coplas,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_347.xml
646,Moreno_352,Pirineos,Q12431,Sitios naturales,"42.666666666667,1",Pirineos,42.666666666667,1,Pasillo divertido entre Mazapán y Chicharrón,Carmona (Sevilla),José María Moreno,[s.a],Pasillos,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_352.xml
647,Moreno_352,Barcelona,Q1492,Pueblos/ciudades/regiones ,"41.3825,2.1769444444444",Barcelona,41.3825,2.1769444444444,Pasillo divertido entre Mazapán y Chicharrón,Carmona (Sevilla),José María Moreno,[s.a],Pasillos,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_352.xml
622,Moreno_150,Roma,Q220,Pueblos/ciudades/regiones ,"41.893055555556,12.482777777778",Roma,41.893055555556,12.482777777778,Copia de una oración que ha sido hallada en Roma en el santo sepulcro de nuestro señor Jesucristo,Carmona (Sevilla),José María Moreno,[s.a],Oraciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_150.xml
623,Moreno_150,Ungria,Q28,Países/reinos/imperios/continentes,"47,19",Hungría,47,19,Copia de una oración que ha sido hallada en Roma en el santo sepulcro de nuestro señor Jesucristo,Carmona (Sevilla),José María Moreno,[s.a],Oraciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_150.xml
624,Moreno_150,Jetsemaní,Q205333,Sitios naturales,"31.779419,35.239425",Getsemaní,31.779419,35.239425,Copia de una oración que ha sido hallada en Roma en el santo sepulcro de nuestro señor Jesucristo,Carmona (Sevilla),José María Moreno,[s.a],Oraciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_150.xml
625,Moreno_150,Calvario,Q170516,Sitios naturales,"31.778611111111,35.229444444444",Calvario,31.778611111111,35.229444444444,Copia de una oración que ha sido hallada en Roma en el santo sepulcro de nuestro señor Jesucristo,Carmona (Sevilla),José María Moreno,[s.a],Oraciones,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_150.xml
621,Moreno_178,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Pasillo del capitán Cascada y el licenciado Torrejón,Carmona (Sevilla),José María Moreno,1850-1859,Pasillos,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_178.xml
626,Moreno_187,Real Plaza,,Ambiguos,,,40.2,-3.5,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
627,Moreno_187,Paris,Q90,Pueblos/ciudades/regiones ,"48.85666666666667,2.352222222222222",París,48.85666666666667,2.352222222222222,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
628,Moreno_187,Francia,Q142,Países/reinos/imperios/continentes,"47,2",Francia,47,2,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
629,Moreno_187,Moscovia,Q170770,Pueblos/ciudades/regiones ,"64.686314,97.745306",Principado de Moscú,64.686314,97.745306,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
630,Moreno_187,Francia,Q142,Países/reinos/imperios/continentes,"47,2",Francia,47,2,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
631,Moreno_187,París,Q90,Pueblos/ciudades/regiones ,"48.85666666666667,2.352222222222222",París,48.85666666666667,2.352222222222222,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
632,Moreno_187,Francia,Q142,Países/reinos/imperios/continentes,"47,2",Francia,47,2,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
633,Moreno_187,Constatinopla,Q16869,Pueblos/ciudades/regiones ,"41.0125,28.98",Constantinopla,41.0125,28.98,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
634,Moreno_187,Polonia,Q39,Países/reinos/imperios/continentes,"52,19",Polonia,52,19,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
635,Moreno_187,Etna,Q16990,Sitios naturales,"37.7508345148182,14.993220288812111",Monte Etna,37.7508345148182,14.993220288812111,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
636,Moreno_187,Mongibélo,Q16990,Sitios naturales,"37.7508345148182,14.993220288812111",Monte Etna,37.7508345148182,14.993220288812111,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
637,Moreno_187,Marruecos,Q1028,Países/reinos/imperios/continentes,"32,-6",Marruecos,32,-6,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
638,Moreno_187,Tracia,Q41741,Pueblos/ciudades/regiones ,"42,26",Tracia,42,26,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
639,Moreno_187,Calidonia,,Inclasificables,,,42,26,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
640,Moreno_187,Albania,Q222,Países/reinos/imperios/continentes,"41,20",Albania,41,20,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
641,Moreno_187,Colcos,Q183150,Pueblos/ciudades/regiones ,"42.26666667,42",Cólquida,42.26666667,42,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
642,Moreno_187,Damario,,Inclasificables,,,42.26666667,42,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
643,Moreno_187,Esparta,Q5690,Pueblos/ciudades/regiones ,"37.081944444444,22.423611111111",Esparta,37.081944444444,22.423611111111,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
644,Moreno_187,Constantinopla,Q16869,Pueblos/ciudades/regiones ,"41.0125,28.98",Constantinopla,41.0125,28.98,Carlo Magno,Carmona (Sevilla),José María Moreno,1850-1859,Romances,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_187.xml
645,Moreno_193,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,Devota oración a María Santísima del Pilar,Carmona (Sevilla),José María Moreno,1850-1859,Coloquios,Sagrado,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_193.xml
671,Moreno_018,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
672,Moreno_018,Italia,Q38,Países/reinos/imperios/continentes,"42.5,12.5",Italia,42.5,12.5,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
673,Moreno_018,Rusia,Q159,Países/reinos/imperios/continentes,"66.41666666666667,94.25",Rusia,66.41666666666667,94.25,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
674,Moreno_018,Alemania,Q183,Países/reinos/imperios/continentes,"51,10",Alemania,51,10,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
675,Moreno_018,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
676,Moreno_018,Madrid,Q2807,Pueblos/ciudades/regiones ,"40.41694444444445,-3.703333333333333",Madrid,40.41694444444445,-3.703333333333333,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
677,Moreno_018,España,Q29,Países/reinos/imperios/continentes,"40.2,-3.5",España,40.2,-3.5,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
678,Moreno_018,Valladolid,Q8356,Pueblos/ciudades/regiones ,"41.651980555556,-4.7285611111111",Valladolid,41.651980555556,-4.7285611111111,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
679,Moreno_018,Cádiz,Q15682,Pueblos/ciudades/regiones ,"36.535,-6.2975",Cádiz,36.535,-6.2975,"Sátira burlesca de la vida, milagros, usos y costumbres de cuatro clases de mugeres que hay en Madrid",Carmona (Sevilla),José María Moreno,1850-1859,Sátiras,Profano,https://desenrollandoelcordel.unige.ch/Pliegos/Moreno_018.xml
